Index,Year,Month,region,property_type,median_dom,median_sale_price
11396,2015,12,Riverside County,All Residential,52.0,318000.0
20362,2017,11,Sutter County,Multi-Family (2-4 Unit),0.0,318000.0
11684,2020,9,Riverside County,Condo/Co-op,57.0,318000.0
11353,2015,3,Riverside County,Single Family Residential,55.0,318000.0
8365,2013,2,Monterey County,Townhouse,39.0,318000.0
22140,2013,10,Yolo County,Single Family Residential,18.0,318000.0
15389,2013,6,San Luis Obispo County,Condo/Co-op,64.0,318500.0
9455,2012,5,Nevada County,Condo/Co-op,18.0,318500.0
20418,2019,10,Sutter County,All Residential,159.0,318500.0
20417,2019,10,Sutter County,Single Family Residential,159.0,318500.0
19191,2012,4,Sonoma County,All Residential,30.0,318500.0
21575,2014,7,Ventura County,Condo/Co-op,24.0,318500.0
1403,2016,9,Butte County,Multi-Family (2-4 Unit),54.0,318500.0
12355,2021,7,Sacramento County,Townhouse,7.0,318500.0
20185,2021,11,Stanislaus County,Townhouse,30.0,318500.0
79,2013,4,Alameda County,Condo/Co-op,13.0,318750.0
8159,2021,4,Merced County,Multi-Family (2-4 Unit),24.0,318750.0
13190,2017,4,San Bernardino County,Townhouse,41.0,318750.0
15,2012,4,Alameda County,Townhouse,29.0,318750.0
22060,2012,4,Yolo County,Multi-Family (2-4 Unit),34.0,318993.0
22811,2019,11,Yuba County,All Residential,91.0,319000.0
8148,2021,1,Merced County,All Residential,18.0,319000.0
20709,2019,11,Tehama County,All Residential,87.0,319000.0
22820,2020,3,Yuba County,All Residential,45.0,319000.0
5552,2020,10,Lake County,Single Family Residential,89.0,319000.0
11383,2015,9,Riverside County,Single Family Residential,45.0,319000.0
22819,2020,3,Yuba County,Single Family Residential,45.0,319000.0
20710,2019,11,Tehama County,Single Family Residential,87.0,319000.0
20424,2020,1,Sutter County,All Residential,48.0,319000.0
22378,2018,6,Yolo County,Condo/Co-op,10.0,319000.0
7444,2018,9,Mariposa County,All Residential,53.0,319000.0
20423,2020,1,Sutter County,Single Family Residential,48.0,319000.0
7445,2018,9,Mariposa County,Single Family Residential,53.0,319000.0
15006,2016,12,San Joaquin County,All Residential,37.0,319000.0
5541,2020,6,Lake County,Single Family Residential,92.0,319000.0
20430,2020,4,Sutter County,Single Family Residential,98.0,319250.0
20393,2018,12,Sutter County,Single Family Residential,66.0,319450.0
15447,2014,8,San Luis Obispo County,Condo/Co-op,70.0,319475.0
11464,2017,1,Riverside County,Townhouse,82.0,319487.5
4227,2021,2,Glenn County,Single Family Residential,63.0,319500.0
13323,2019,7,San Bernardino County,Condo/Co-op,47.0,319500.0
4228,2021,2,Glenn County,All Residential,63.0,319500.0
10820,2016,5,Placer County,Multi-Family (2-4 Unit),118.0,319500.0
71,2013,3,Alameda County,Condo/Co-op,13.0,319500.0
22197,2014,12,Yolo County,All Residential,47.0,319500.0
21272,2022,1,Tulare County,All Residential,60.0,319500.0
22810,2019,11,Yuba County,Single Family Residential,91.0,319500.0
22796,2019,6,Yuba County,Single Family Residential,82.0,319900.0
22797,2019,6,Yuba County,All Residential,82.0,319900.0
15331,2012,3,San Luis Obispo County,Condo/Co-op,103.0,319950.0
21140,2019,8,Tulare County,Multi-Family (2-4 Unit),0.0,320000.0
12060,2016,8,Sacramento County,Single Family Residential,14.0,320000.0
22696,2016,1,Yuba County,Multi-Family (2-4 Unit),0.0,320000.0
12053,2016,7,Sacramento County,Single Family Residential,13.0,320000.0
20037,2019,4,Stanislaus County,Single Family Residential,25.0,320000.0
20031,2019,3,Stanislaus County,Single Family Residential,31.0,320000.0
3092,2015,11,El Dorado County,Multi-Family (2-4 Unit),100.0,320000.0
22622,2013,4,Yuba County,Multi-Family (2-4 Unit),0.0,320000.0
5187,2021,9,Kings County,Single Family Residential,49.0,320000.0
12089,2017,2,Sacramento County,Single Family Residential,25.0,320000.0
8252,2016,10,Mono County,All Residential,7.0,320000.0
8251,2016,10,Mono County,Condo/Co-op,7.0,320000.0
1144,2022,1,Amador County,Condo/Co-op,132.0,320000.0
13150,2016,8,San Bernardino County,Multi-Family (2-4 Unit),76.0,320000.0
8183,2021,10,Merced County,Townhouse,10.0,320000.0
21235,2021,5,Tulare County,All Residential,47.0,320000.0
8171,2021,7,Merced County,Condo/Co-op,27.0,320000.0
8142,2020,12,Merced County,Single Family Residential,20.0,320000.0
8141,2020,12,Merced County,All Residential,20.0,320000.0
8139,2020,11,Merced County,All Residential,15.0,320000.0
8121,2020,7,Merced County,All Residential,43.0,320000.0
21248,2021,8,Tulare County,Single Family Residential,49.0,320000.0
1056,2019,9,Amador County,Single Family Residential,57.0,320000.0
8092,2019,12,Merced County,Townhouse,10.0,320000.0
2064,2015,5,Colusa County,Multi-Family (2-4 Unit),0.0,320000.0
2284,2012,5,Contra Costa County,All Residential,22.0,320000.0
5181,2021,7,Kings County,Single Family Residential,49.0,320000.0
14974,2016,5,San Joaquin County,Single Family Residential,18.0,320000.0
5189,2021,9,Kings County,All Residential,50.0,320000.0
18365,2012,7,Shasta County,Single Family Residential,0.0,320000.0
18366,2012,7,Shasta County,All Residential,0.0,320000.0
1701,2022,3,Butte County,Condo/Co-op,9.0,320000.0
8397,2013,8,Monterey County,Condo/Co-op,25.0,320000.0
15024,2017,3,San Joaquin County,All Residential,21.0,320000.0
5210,2022,3,Kings County,Single Family Residential,48.0,320000.0
5209,2022,3,Kings County,All Residential,49.0,320000.0
1050,2019,6,Amador County,All Residential,32.0,320000.0
8362,2013,1,Monterey County,All Residential,27.0,320000.0
5203,2022,1,Kings County,All Residential,57.0,320000.0
8344,2012,9,Monterey County,All Residential,24.0,320000.0
19985,2018,5,Stanislaus County,All Residential,14.0,320000.0
8341,2012,9,Monterey County,Multi-Family (2-4 Unit),6.0,320000.0
8340,2012,9,Monterey County,Townhouse,14.0,320000.0
14999,2016,10,San Joaquin County,Single Family Residential,29.0,320000.0
5201,2022,1,Kings County,Single Family Residential,57.0,320000.0
15003,2016,11,San Joaquin County,Single Family Residential,27.0,320000.0
21630,2015,6,Ventura County,Condo/Co-op,20.0,320000.0
1049,2019,6,Amador County,Single Family Residential,32.0,320000.0
1042,2019,3,Amador County,All Residential,79.0,320000.0
18810,2015,2,Solano County,All Residential,31.0,320000.0
7450,2018,12,Mariposa County,All Residential,99.0,320000.0
13209,2017,8,San Bernardino County,Condo/Co-op,32.0,320000.0
9815,2019,6,Nevada County,Townhouse,3.0,320000.0
7,2012,2,Alameda County,All Residential,46.0,320000.0
11040,2020,3,Placer County,Condo/Co-op,25.0,320000.0
13239,2018,2,San Bernardino County,All Residential,61.0,320000.0
4947,2021,7,Kern County,All Residential,12.0,320000.0
13252,2018,5,San Bernardino County,Condo/Co-op,35.0,320000.0
5738,2012,5,Los Angeles County,All Residential,49.0,320000.0
10824,2016,6,Placer County,Multi-Family (2-4 Unit),77.0,320000.0
13299,2019,2,San Bernardino County,Condo/Co-op,55.0,320000.0
18789,2014,8,Solano County,Single Family Residential,18.0,320000.0
18792,2014,9,Solano County,Single Family Residential,22.0,320000.0
18794,2014,10,Solano County,Single Family Residential,25.0,320000.0
7443,2018,8,Mariposa County,All Residential,65.0,320000.0
7442,2018,8,Mariposa County,Single Family Residential,65.0,320000.0
20764,2021,12,Tehama County,All Residential,61.0,320000.0
5728,2012,3,Los Angeles County,Multi-Family (2-4 Unit),64.0,320000.0
9643,2015,12,Nevada County,Condo/Co-op,47.0,320000.0
13591,2013,8,San Diego County,Townhouse,14.0,320000.0
13586,2013,7,San Diego County,Townhouse,11.0,320000.0
2321,2013,1,Contra Costa County,All Residential,20.0,320000.0
9682,2016,9,Nevada County,Condo/Co-op,67.0,320000.0
2493,2015,11,Contra Costa County,Condo/Co-op,17.0,320000.0
20716,2020,2,Tehama County,All Residential,175.0,320000.0
1043,2019,3,Amador County,Single Family Residential,79.0,320000.0
20717,2020,2,Tehama County,Single Family Residential,175.0,320000.0
2446,2015,2,Contra Costa County,Condo/Co-op,23.0,320000.0
21352,2017,9,Tuolumne County,Single Family Residential,65.0,320000.0
21351,2017,9,Tuolumne County,All Residential,65.0,320000.0
21268,2021,12,Tulare County,Single Family Residential,58.0,320000.0
5727,2012,3,Los Angeles County,Single Family Residential,61.0,320000.0
20763,2021,12,Tehama County,Single Family Residential,61.0,320000.0
21264,2021,12,Tulare County,All Residential,58.0,320000.0
21252,2021,9,Tulare County,Single Family Residential,53.0,320000.0
4340,2020,5,Humboldt County,Single Family Residential,75.0,320000.0
22477,2020,5,Yolo County,Townhouse,4.0,320000.0
11504,2017,9,Riverside County,Townhouse,33.0,320000.0
3892,2020,11,Fresno County,All Residential,11.0,320000.0
3891,2020,11,Fresno County,Single Family Residential,11.0,320000.0
6671,2020,4,Madera County,All Residential,36.0,320000.0
11363,2015,5,Riverside County,Single Family Residential,47.0,320000.0
5540,2020,6,Lake County,All Residential,94.0,320000.0
22178,2014,7,Yolo County,All Residential,13.0,320000.0
11369,2015,6,Riverside County,Single Family Residential,46.0,320000.0
22127,2013,7,Yolo County,All Residential,14.0,320000.0
3876,2020,7,Fresno County,Single Family Residential,16.0,320000.0
22188,2014,10,Yolo County,All Residential,25.0,320000.0
6754,2022,4,Madera County,Multi-Family (2-4 Unit),42.0,320000.0
3879,2020,8,Fresno County,Single Family Residential,12.0,320000.0
12605,2016,4,San Benito County,Townhouse,54.0,320000.0
11387,2015,10,Riverside County,Single Family Residential,49.0,320000.0
17814,2013,4,Santa Cruz County,Townhouse,19.0,320000.0
11403,2016,1,Riverside County,Single Family Residential,57.0,320000.0
19999,2018,8,Stanislaus County,Single Family Residential,22.0,320000.0
11393,2015,11,Riverside County,Single Family Residential,50.0,320000.0
3884,2020,9,Fresno County,Single Family Residential,9.0,320000.0
12115,2017,7,Sacramento County,Multi-Family (2-4 Unit),13.0,320000.0
17769,2012,7,Santa Cruz County,Townhouse,23.0,320000.0
22157,2014,2,Yolo County,Single Family Residential,40.0,320000.0
3897,2020,12,Fresno County,All Residential,11.0,320000.0
10643,2013,3,Placer County,Single Family Residential,18.0,320000.0
19992,2018,7,Stanislaus County,All Residential,19.0,320000.0
12098,2017,4,Sacramento County,All Residential,10.0,320000.0
12100,2017,4,Sacramento County,Multi-Family (2-4 Unit),10.0,320000.0
6687,2020,8,Madera County,All Residential,41.0,320000.0
2171,2019,4,Colusa County,All Residential,198.0,320000.0
2172,2019,4,Colusa County,Single Family Residential,198.0,320000.0
1398,2016,8,Butte County,Multi-Family (2-4 Unit),34.0,320000.0
16549,2012,11,Santa Barbara County,Condo/Co-op,116.0,320000.0
3885,2020,9,Fresno County,All Residential,9.0,320000.0
3387,2021,2,El Dorado County,Condo/Co-op,11.0,320000.0
4339,2020,5,Humboldt County,All Residential,77.0,320000.0
9045,2014,9,Napa County,Condo/Co-op,21.0,320100.0
18846,2015,10,Solano County,Multi-Family (2-4 Unit),35.0,320100.0
721,2018,5,Alpine County,Single Family Residential,121.0,320100.0
720,2018,5,Alpine County,All Residential,121.0,320100.0
1753,2013,11,Calaveras County,Single Family Residential,50.0,320149.5
1754,2013,11,Calaveras County,All Residential,50.0,320149.5
22185,2014,9,Yolo County,All Residential,25.0,320250.0
9500,2013,3,Nevada County,Single Family Residential,58.0,320424.5
21654,2015,10,Ventura County,Condo/Co-op,30.0,320500.0
6685,2020,8,Madera County,Single Family Residential,41.0,320500.0
19129,2021,7,Solano County,Condo/Co-op,35.0,320500.0
10030,2013,2,Orange County,Condo/Co-op,18.0,320500.0
3312,2019,10,El Dorado County,Condo/Co-op,19.0,320750.0
11407,2016,2,Riverside County,Single Family Residential,58.0,320750.0
8120,2020,7,Merced County,Single Family Residential,44.0,321000.0
13339,2019,10,San Bernardino County,Condo/Co-op,52.0,321000.0
22836,2020,9,Yuba County,All Residential,55.0,321000.0
1957,2021,9,Calaveras County,Condo/Co-op,25.0,321000.0
9645,2016,1,Nevada County,Condo/Co-op,96.0,321000.0
16510,2012,3,Santa Barbara County,All Residential,129.0,321000.0
2279,2012,4,Contra Costa County,Single Family Residential,27.0,321000.0
10639,2013,2,Placer County,Single Family Residential,27.0,321000.0
11694,2020,11,Riverside County,Condo/Co-op,50.0,321000.0
10840,2016,9,Placer County,Condo/Co-op,64.0,321000.0
8342,2012,9,Monterey County,Single Family Residential,26.0,321000.0
5585,2021,6,Lake County,All Residential,59.0,321000.0
8562,2016,5,Monterey County,Condo/Co-op,40.0,321000.0
20483,2021,9,Sutter County,Multi-Family (2-4 Unit),17.0,321250.0
4238,2021,6,Glenn County,All Residential,32.0,321250.0
10887,2017,7,Placer County,Multi-Family (2-4 Unit),19.0,321250.0
4237,2021,6,Glenn County,Single Family Residential,32.0,321250.0
3896,2020,12,Fresno County,Single Family Residential,10.0,321500.0
2413,2014,7,Contra Costa County,Condo/Co-op,16.0,321500.0
14,2012,3,Alameda County,Townhouse,32.0,321500.0
22158,2014,3,Yolo County,All Residential,29.0,321995.0
5556,2020,11,Lake County,All Residential,71.0,322000.0
4326,2019,12,Humboldt County,Single Family Residential,83.0,322000.0
15132,2019,1,San Joaquin County,Multi-Family (2-4 Unit),58.0,322000.0
4324,2019,12,Humboldt County,All Residential,83.0,322000.0
13285,2018,11,San Bernardino County,Townhouse,32.0,322000.0
2119,2017,6,Colusa County,Single Family Residential,326.0,322000.0
2170,2019,3,Colusa County,Single Family Residential,0.0,322000.0
3126,2016,6,El Dorado County,Multi-Family (2-4 Unit),90.0,322000.0
20404,2019,5,Sutter County,Single Family Residential,99.0,322000.0
4313,2019,8,Humboldt County,Single Family Residential,75.0,322000.0
14996,2016,9,San Joaquin County,Single Family Residential,20.0,322000.0
2120,2017,6,Colusa County,All Residential,326.0,322000.0
1037,2019,1,Amador County,All Residential,103.0,322100.0
11500,2017,8,Riverside County,Multi-Family (2-4 Unit),66.0,322250.0
4229,2021,3,Glenn County,Single Family Residential,61.0,322250.0
13258,2018,6,San Bernardino County,Condo/Co-op,40.0,322250.0
4230,2021,3,Glenn County,All Residential,61.0,322250.0
6672,2020,4,Madera County,Single Family Residential,37.0,322500.0
21271,2022,1,Tulare County,Single Family Residential,60.0,322500.0
1829,2017,7,Calaveras County,All Residential,53.0,322500.0
13267,2018,8,San Bernardino County,Condo/Co-op,49.0,322500.0
1828,2017,7,Calaveras County,Single Family Residential,53.0,322500.0
21335,2016,8,Tuolumne County,All Residential,194.0,322500.0
10999,2019,6,Placer County,Condo/Co-op,41.0,322500.0
13247,2018,4,San Bernardino County,All Residential,47.0,322500.0
18801,2014,11,Solano County,Single Family Residential,26.0,322500.0
18802,2014,12,Solano County,Single Family Residential,36.0,322500.0
22365,2018,3,Yolo County,Condo/Co-op,15.0,322500.0
21336,2016,8,Tuolumne County,Single Family Residential,194.0,322500.0
21677,2016,3,Ventura County,Condo/Co-op,16.0,322500.0
13632,2014,5,San Diego County,Condo/Co-op,23.0,322500.0
2066,2015,5,Colusa County,All Residential,0.0,322500.0
1058,2019,9,Amador County,All Residential,58.0,322500.0
20885,2020,7,Trinity County,Single Family Residential,349.0,322500.0
20886,2020,7,Trinity County,All Residential,349.0,322500.0
8550,2016,3,Monterey County,Condo/Co-op,38.0,322500.0
6695,2020,11,Madera County,All Residential,29.0,322500.0
15604,2017,10,San Luis Obispo County,Townhouse,35.0,322500.0
8146,2021,1,Merced County,Single Family Residential,18.0,322500.0
16506,2012,2,Santa Barbara County,Multi-Family (2-4 Unit),171.0,322500.0
3064,2015,5,El Dorado County,Multi-Family (2-4 Unit),16.0,322500.0
9715,2017,6,Nevada County,Condo/Co-op,55.0,322500.0
13076,2015,5,San Bernardino County,Multi-Family (2-4 Unit),51.0,322500.0
11463,2017,1,Riverside County,Multi-Family (2-4 Unit),68.0,322500.0
12056,2016,8,Sacramento County,Multi-Family (2-4 Unit),20.0,322500.0
2241,2021,10,Colusa County,Townhouse,30.0,322500.0
5206,2022,2,Kings County,Single Family Residential,47.0,323000.0
4318,2019,10,Humboldt County,All Residential,73.0,323000.0
5204,2022,2,Kings County,All Residential,49.0,323000.0
13237,2018,2,San Bernardino County,Single Family Residential,62.0,323000.0
4338,2020,4,Humboldt County,Single Family Residential,77.0,323000.0
22454,2019,12,Yolo County,Multi-Family (2-4 Unit),8.0,323000.0
13327,2019,8,San Bernardino County,Condo/Co-op,54.0,323000.0
21682,2016,4,Ventura County,Condo/Co-op,26.0,323000.0
9518,2013,7,Nevada County,All Residential,45.0,323000.0
12081,2017,1,Sacramento County,Multi-Family (2-4 Unit),47.0,323000.0
20097,2020,5,Stanislaus County,Multi-Family (2-4 Unit),16.0,323000.0
5597,2021,9,Lake County,Multi-Family (2-4 Unit),159.0,323000.0
12346,2021,6,Sacramento County,Townhouse,6.0,323000.0
15896,2012,4,San Mateo County,Condo/Co-op,36.0,323000.0
13157,2016,10,San Bernardino County,Townhouse,63.0,323000.0
13532,2012,9,San Diego County,Multi-Family (2-4 Unit),28.0,323000.0
15252,2021,3,San Joaquin County,Townhouse,13.0,323000.0
11414,2016,3,Riverside County,All Residential,53.0,323000.0
4319,2019,10,Humboldt County,Single Family Residential,74.0,323250.0
992,2017,8,Amador County,All Residential,42.0,323300.0
1883,2019,9,Calaveras County,All Residential,53.0,323500.0
1884,2019,9,Calaveras County,Single Family Residential,53.0,323500.0
21625,2015,5,Ventura County,Condo/Co-op,31.0,323500.0
11479,2017,4,Riverside County,Multi-Family (2-4 Unit),61.0,323500.0
8373,2013,3,Monterey County,Townhouse,17.0,323500.0
15172,2019,10,San Joaquin County,Multi-Family (2-4 Unit),11.0,323500.0
22210,2015,3,Yolo County,Single Family Residential,21.0,323500.0
13249,2018,4,San Bernardino County,Single Family Residential,48.0,323500.0
8138,2020,11,Merced County,Single Family Residential,15.0,323500.0
990,2017,8,Amador County,Single Family Residential,42.0,323600.0
5188,2021,9,Kings County,Multi-Family (2-4 Unit),137.0,323750.0
13531,2012,8,San Diego County,Multi-Family (2-4 Unit),35.0,323750.0
5587,2021,7,Lake County,Townhouse,33.0,324000.0
3901,2021,1,Fresno County,Single Family Residential,12.0,324000.0
1863,2018,12,Calaveras County,All Residential,0.0,324000.0
9832,2019,10,Nevada County,Townhouse,8.0,324000.0
10758,2015,4,Placer County,Multi-Family (2-4 Unit),2.0,324000.0
1579,2019,12,Butte County,All Residential,53.0,324000.0
21236,2021,5,Tulare County,Single Family Residential,47.0,324000.0
15326,2012,2,San Luis Obispo County,Single Family Residential,140.0,324000.0
1864,2018,12,Calaveras County,Single Family Residential,0.0,324000.0
21258,2021,10,Tulare County,All Residential,56.0,324000.0
19388,2016,5,Sonoma County,Condo/Co-op,33.0,324000.0
13510,2012,4,San Diego County,All Residential,45.0,324000.0
15194,2020,2,San Joaquin County,Multi-Family (2-4 Unit),15.0,324000.0
4314,2019,8,Humboldt County,All Residential,75.0,324000.0
4952,2021,8,Kern County,Single Family Residential,13.0,324000.0
1038,2019,1,Amador County,Single Family Residential,96.0,324100.0
1587,2020,1,Butte County,Multi-Family (2-4 Unit),49.0,324500.0
3164,2017,3,El Dorado County,Multi-Family (2-4 Unit),46.0,324500.0
1859,2018,10,Calaveras County,All Residential,71.0,324550.0
1860,2018,10,Calaveras County,Single Family Residential,71.0,324550.0
2408,2014,6,Contra Costa County,Condo/Co-op,15.0,324612.5
9706,2017,3,Nevada County,Multi-Family (2-4 Unit),0.0,324712.5
13270,2018,8,San Bernardino County,All Residential,51.0,325000.0
8098,2020,2,Merced County,Multi-Family (2-4 Unit),234.0,325000.0
11704,2021,1,Riverside County,Condo/Co-op,56.0,325000.0
13241,2018,2,San Bernardino County,Multi-Family (2-4 Unit),77.0,325000.0
13269,2018,8,San Bernardino County,Multi-Family (2-4 Unit),54.0,325000.0
5194,2021,11,Kings County,Single Family Residential,55.0,325000.0
11466,2017,2,Riverside County,Townhouse,78.0,325000.0
9530,2013,9,Nevada County,All Residential,44.0,325000.0
2146,2018,6,Colusa County,Single Family Residential,66.0,325000.0
13242,2018,3,San Bernardino County,All Residential,48.0,325000.0
5195,2021,11,Kings County,All Residential,57.0,325000.0
2145,2018,6,Colusa County,All Residential,66.0,325000.0
5603,2021,11,Lake County,Single Family Residential,70.0,325000.0
17166,2012,10,Santa Clara County,Condo/Co-op,13.0,325000.0
6697,2020,11,Madera County,Single Family Residential,29.0,325000.0
1313,2014,11,Butte County,Multi-Family (2-4 Unit),12.0,325000.0
13296,2019,1,San Bernardino County,All Residential,70.0,325000.0
17758,2012,5,Santa Cruz County,Townhouse,47.0,325000.0
1028,2018,10,Amador County,Single Family Residential,50.0,325000.0
9510,2013,5,Nevada County,All Residential,17.0,325000.0
15479,2015,4,San Luis Obispo County,Condo/Co-op,50.0,325000.0
1029,2018,10,Amador County,All Residential,50.0,325000.0
9511,2013,5,Nevada County,Single Family Residential,17.0,325000.0
8331,2012,7,Monterey County,Multi-Family (2-4 Unit),11.0,325000.0
8962,2012,12,Napa County,Single Family Residential,22.0,325000.0
1001,2017,11,Amador County,Single Family Residential,57.0,325000.0
937,2016,2,Amador County,Multi-Family (2-4 Unit),0.0,325000.0
11033,2020,1,Placer County,Condo/Co-op,52.0,325000.0
2313,2012,11,Contra Costa County,All Residential,16.0,325000.0
10704,2014,4,Placer County,Multi-Family (2-4 Unit),9.0,325000.0
8922,2012,2,Napa County,Single Family Residential,45.0,325000.0
4949,2021,7,Kern County,Single Family Residential,11.0,325000.0
19379,2016,3,Sonoma County,Condo/Co-op,37.0,325000.0
22198,2014,12,Yolo County,Single Family Residential,48.0,325000.0
12092,2017,3,Sacramento County,Multi-Family (2-4 Unit),13.0,325000.0
12093,2017,3,Sacramento County,Single Family Residential,13.0,325000.0
12096,2017,4,Sacramento County,Single Family Residential,10.0,325000.0
9844,2020,2,Nevada County,Multi-Family (2-4 Unit),27.0,325000.0
2296,2012,8,Contra Costa County,All Residential,19.0,325000.0
18521,2021,12,Shasta County,Single Family Residential,33.0,325000.0
5793,2013,4,Los Angeles County,Condo/Co-op,15.0,325000.0
1123,2021,6,Amador County,Condo/Co-op,122.0,325000.0
10002,2012,9,Orange County,Townhouse,107.0,325000.0
10726,2014,9,Placer County,Multi-Family (2-4 Unit),19.0,325000.0
21282,2022,3,Tulare County,Multi-Family (2-4 Unit),0.0,325000.0
6601,2018,5,Madera County,Multi-Family (2-4 Unit),9.0,325000.0
18520,2021,12,Shasta County,All Residential,33.0,325000.0
8136,2020,10,Merced County,Single Family Residential,18.0,325000.0
2290,2012,6,Contra Costa County,All Residential,20.0,325000.0
8133,2020,10,Merced County,All Residential,18.0,325000.0
18742,2013,9,Solano County,Multi-Family (2-4 Unit),18.0,325000.0
5190,2021,10,Kings County,All Residential,51.0,325000.0
1000,2017,11,Amador County,All Residential,57.0,325000.0
2065,2015,5,Colusa County,Single Family Residential,0.0,325000.0
3344,2020,5,El Dorado County,Condo/Co-op,32.0,325000.0
13246,2018,3,San Bernardino County,Single Family Residential,49.0,325000.0
13077,2015,6,San Bernardino County,Multi-Family (2-4 Unit),47.0,325000.0
11008,2019,8,Placer County,Condo/Co-op,54.0,325000.0
12043,2016,5,Sacramento County,Multi-Family (2-4 Unit),19.0,325000.0
19196,2012,5,Sonoma County,Single Family Residential,27.0,325000.0
12047,2016,6,Sacramento County,Single Family Residential,12.0,325000.0
8128,2020,9,Merced County,All Residential,19.0,325000.0
10968,2018,12,Placer County,Townhouse,40.0,325000.0
1446,2017,6,Butte County,Multi-Family (2-4 Unit),62.0,325000.0
11005,2019,7,Placer County,Condo/Co-op,34.0,325000.0
11672,2020,7,Riverside County,Townhouse,50.0,325000.0
9991,2012,7,Orange County,Townhouse,21.0,325000.0
2113,2017,3,Colusa County,All Residential,78.0,325000.0
5056,2017,4,Kings County,Single Family Residential,144.0,325000.0
5555,2020,11,Lake County,Single Family Residential,71.0,325000.0
20048,2019,6,Stanislaus County,All Residential,14.0,325000.0
19995,2018,7,Stanislaus County,Single Family Residential,20.0,325000.0
4965,2021,11,Kern County,All Residential,21.0,325000.0
15079,2018,3,San Joaquin County,Multi-Family (2-4 Unit),29.0,325000.0
3195,2017,10,El Dorado County,Condo/Co-op,24.0,325000.0
15102,2018,7,San Joaquin County,Multi-Family (2-4 Unit),11.0,325000.0
3374,2020,11,El Dorado County,Condo/Co-op,16.0,325000.0
10907,2017,11,Placer County,Condo/Co-op,65.0,325000.0
12532,2014,9,San Benito County,Townhouse,10.0,325000.0
2562,2017,1,Contra Costa County,Condo/Co-op,35.0,325000.0
13211,2017,8,San Bernardino County,Multi-Family (2-4 Unit),49.0,325000.0
8382,2013,5,Monterey County,Condo/Co-op,12.0,325000.0
5057,2017,4,Kings County,All Residential,144.0,325000.0
7413,2017,6,Mariposa County,Single Family Residential,70.0,325000.0
3887,2020,10,Fresno County,All Residential,9.0,325000.0
3000,2014,2,El Dorado County,All Residential,64.0,325000.0
12678,2017,11,San Benito County,Townhouse,20.0,325000.0
13282,2018,11,San Bernardino County,All Residential,57.0,325000.0
13286,2018,11,San Bernardino County,Single Family Residential,57.0,325000.0
20915,2021,10,Trinity County,All Residential,172.0,325000.0
1021,2018,7,Amador County,All Residential,20.0,325000.0
20916,2021,10,Trinity County,Single Family Residential,172.0,325000.0
1020,2018,7,Amador County,Single Family Residential,20.0,325000.0
11380,2015,8,Riverside County,Single Family Residential,45.0,325000.0
21259,2021,10,Tulare County,Single Family Residential,56.0,325000.0
1929,2021,1,Calaveras County,Multi-Family (2-4 Unit),29.0,325000.0
13512,2012,5,San Diego County,All Residential,37.0,325000.0
22818,2020,2,Yuba County,Single Family Residential,90.0,325000.0
21624,2015,4,Ventura County,Condo/Co-op,31.0,325000.0
11371,2015,7,Riverside County,Single Family Residential,47.0,325000.0
22817,2020,2,Yuba County,All Residential,90.0,325000.0
1917,2020,10,Calaveras County,Townhouse,37.0,325000.0
19987,2018,5,Stanislaus County,Single Family Residential,14.0,325000.0
19069,2020,5,Solano County,Townhouse,26.0,325000.0
18821,2015,4,Solano County,All Residential,15.0,325000.0
5584,2021,6,Lake County,Single Family Residential,58.0,325000.0
5577,2021,4,Lake County,Single Family Residential,70.0,325000.0
6477,2015,5,Madera County,Multi-Family (2-4 Unit),18.0,325000.0
13295,2019,1,San Bernardino County,Single Family Residential,70.0,325000.0
942,2016,4,Amador County,Multi-Family (2-4 Unit),0.0,325000.0
5576,2021,4,Lake County,All Residential,70.0,325000.0
19107,2021,2,Solano County,Condo/Co-op,45.0,325000.0
1530,2019,1,Butte County,Multi-Family (2-4 Unit),61.0,325000.0
1531,2019,2,Butte County,All Residential,22.0,325000.0
9011,2013,12,Napa County,Condo/Co-op,61.0,325000.0
1533,2019,2,Butte County,Single Family Residential,21.0,325000.0
13644,2014,7,San Diego County,Townhouse,23.0,325000.0
13627,2014,4,San Diego County,Townhouse,17.0,325000.0
2260,2022,4,Colusa County,Condo/Co-op,27.0,325000.0
13290,2018,12,San Bernardino County,Single Family Residential,59.0,325000.0
2949,2013,3,El Dorado County,All Residential,27.0,325000.0
9068,2015,2,Napa County,Condo/Co-op,65.0,325000.0
13671,2014,12,San Diego County,Condo/Co-op,44.0,325000.0
2094,2016,6,Colusa County,All Residential,383.0,325000.0
6700,2021,1,Madera County,Single Family Residential,31.0,325000.0
12473,2013,7,San Benito County,Multi-Family (2-4 Unit),9.0,325000.0
1565,2019,9,Butte County,All Residential,37.0,325000.0
22891,2022,1,Yuba County,Multi-Family (2-4 Unit),23.0,325000.0
2114,2017,3,Colusa County,Single Family Residential,78.0,325000.0
7412,2017,6,Mariposa County,All Residential,70.0,325000.0
6702,2021,1,Madera County,All Residential,30.0,325000.0
11424,2016,5,Riverside County,All Residential,46.0,325000.0
8949,2012,9,Napa County,Condo/Co-op,153.0,325250.0
5733,2012,4,Los Angeles County,Multi-Family (2-4 Unit),50.0,325500.0
15158,2019,7,San Joaquin County,Multi-Family (2-4 Unit),16.0,325500.0
