Index,Year,Month,region,property_type,median_dom,median_sale_price
2360,2013,8,Contra Costa County,Condo/Co-op,13.0,262000.0
19868,2016,3,Stanislaus County,Single Family Residential,26.0,262000.0
9470,2012,8,Nevada County,All Residential,69.0,262000.0
11377,2015,8,Riverside County,Townhouse,23.0,262250.0
11557,2018,8,Riverside County,Condo/Co-op,59.0,262250.0
1385,2016,5,Butte County,Single Family Residential,15.0,262250.0
18732,2013,7,Solano County,All Residential,12.0,262251.0
2964,2013,6,El Dorado County,Multi-Family (2-4 Unit),124.0,262300.0
22187,2014,9,Yolo County,Multi-Family (2-4 Unit),13.0,262500.0
1367,2015,12,Butte County,Multi-Family (2-4 Unit),50.0,262500.0
12424,2012,7,San Benito County,All Residential,22.0,262500.0
2101,2016,9,Colusa County,Single Family Residential,9.0,262500.0
8355,2012,12,Monterey County,Multi-Family (2-4 Unit),39.0,262500.0
7353,2015,2,Mariposa County,All Residential,197.0,262500.0
11542,2018,5,Riverside County,Condo/Co-op,55.0,262500.0
7354,2015,2,Mariposa County,Single Family Residential,197.0,262500.0
5448,2018,1,Lake County,Single Family Residential,97.0,262500.0
3787,2018,9,Fresno County,All Residential,24.0,262500.0
20706,2019,9,Tehama County,Single Family Residential,84.0,262500.0
20705,2019,9,Tehama County,All Residential,84.0,262500.0
6448,2014,9,Madera County,Multi-Family (2-4 Unit),95.0,262500.0
2087,2016,3,Colusa County,Single Family Residential,146.0,262500.0
7383,2016,4,Mariposa County,All Residential,134.0,262500.0
7384,2016,4,Mariposa County,Single Family Residential,134.0,262500.0
14876,2014,8,San Joaquin County,Single Family Residential,25.0,262750.0
15031,2017,5,San Joaquin County,Multi-Family (2-4 Unit),39.0,262750.0
11954,2014,11,Sacramento County,Single Family Residential,32.0,262750.0
11917,2014,4,Sacramento County,Single Family Residential,21.0,262950.0
4187,2019,9,Glenn County,Single Family Residential,69.0,263000.0
2384,2014,1,Contra Costa County,Condo/Co-op,24.0,263000.0
11244,2013,5,Riverside County,Single Family Residential,15.0,263000.0
939,2016,3,Amador County,Condo/Co-op,0.0,263000.0
20129,2020,11,Stanislaus County,Townhouse,17.0,263000.0
10888,2017,7,Placer County,Condo/Co-op,13.0,263000.0
8180,2021,9,Merced County,Condo/Co-op,5.0,263000.0
22280,2016,7,Yolo County,Condo/Co-op,16.0,263000.0
3798,2018,12,Fresno County,All Residential,33.0,263000.0
12966,2013,7,San Bernardino County,Townhouse,10.0,263000.0
4188,2019,9,Glenn County,All Residential,69.0,263000.0
15374,2013,2,San Luis Obispo County,Condo/Co-op,113.0,263065.5
21119,2019,4,Tulare County,Single Family Residential,84.0,263250.0
11440,2016,8,Riverside County,Townhouse,36.0,263250.0
11580,2018,12,Riverside County,Condo/Co-op,62.0,263250.0
18942,2017,10,Solano County,Condo/Co-op,39.0,263250.0
7994,2018,1,Merced County,All Residential,31.0,263393.0
20834,2017,6,Trinity County,Single Family Residential,71.0,263500.0
20833,2017,6,Trinity County,All Residential,71.0,263500.0
21030,2015,12,Tulare County,All Residential,67.0,263500.0
18773,2014,4,Solano County,Multi-Family (2-4 Unit),20.0,263500.0
15015,2017,2,San Joaquin County,Townhouse,33.0,263500.0
13126,2016,3,San Bernardino County,Condo/Co-op,42.0,263500.0
21031,2015,12,Tulare County,Single Family Residential,67.0,263500.0
5,2012,2,Alameda County,Multi-Family (2-4 Unit),27.0,263750.0
20829,2017,4,Trinity County,All Residential,119.0,263750.0
20830,2017,4,Trinity County,Single Family Residential,119.0,263750.0
3807,2019,2,Fresno County,All Residential,39.0,263900.0
20825,2017,1,Trinity County,All Residential,433.0,264000.0
20826,2017,1,Trinity County,Single Family Residential,433.0,264000.0
8333,2012,7,Monterey County,Townhouse,57.0,264000.0
3796,2018,11,Fresno County,All Residential,27.0,264000.0
7968,2017,7,Merced County,Single Family Residential,33.0,264000.0
6625,2018,12,Madera County,All Residential,68.0,264000.0
11375,2015,7,Riverside County,Multi-Family (2-4 Unit),61.0,264000.0
7969,2017,7,Merced County,All Residential,33.0,264000.0
9621,2015,7,Nevada County,Condo/Co-op,53.0,264000.0
7387,2016,6,Mariposa County,All Residential,73.0,264000.0
1347,2015,7,Butte County,Multi-Family (2-4 Unit),48.0,264000.0
7388,2016,6,Mariposa County,Single Family Residential,73.0,264000.0
22490,2020,8,Yolo County,Townhouse,4.0,264000.0
7992,2018,1,Merced County,Single Family Residential,32.0,264196.5
6624,2018,12,Madera County,Single Family Residential,68.0,264300.0
11960,2014,12,Sacramento County,Single Family Residential,36.0,264450.0
3746,2017,11,Fresno County,Single Family Residential,23.0,264500.0
11415,2016,3,Riverside County,Townhouse,47.0,264500.0
11319,2014,8,Riverside County,Townhouse,16.0,264500.0
9985,2012,5,Orange County,Condo/Co-op,43.0,264500.0
5571,2021,3,Lake County,Condo/Co-op,46.0,264500.0
19308,2014,9,Sonoma County,Condo/Co-op,22.0,264750.0
19326,2015,1,Sonoma County,Condo/Co-op,28.0,264750.0
2135,2018,1,Colusa County,All Residential,0.0,264900.0
2134,2018,1,Colusa County,Single Family Residential,0.0,264900.0
747,2020,1,Alpine County,All Residential,150.0,265000.0
18985,2018,9,Solano County,Condo/Co-op,36.0,265000.0
6673,2020,4,Madera County,Multi-Family (2-4 Unit),2.0,265000.0
748,2020,1,Alpine County,Single Family Residential,150.0,265000.0
10841,2016,9,Placer County,Multi-Family (2-4 Unit),81.0,265000.0
19024,2019,6,Solano County,Condo/Co-op,29.0,265000.0
12318,2020,12,Sacramento County,Condo/Co-op,18.0,265000.0
4966,2021,11,Kern County,Townhouse,7.0,265000.0
2194,2020,2,Colusa County,All Residential,0.0,265000.0
2193,2020,2,Colusa County,Single Family Residential,0.0,265000.0
12404,2012,1,San Benito County,All Residential,57.0,265000.0
6,2012,2,Alameda County,Townhouse,58.0,265000.0
11977,2015,4,Sacramento County,Multi-Family (2-4 Unit),22.0,265000.0
1391,2016,6,Butte County,Single Family Residential,20.0,265000.0
11971,2015,3,Sacramento County,All Residential,25.0,265000.0
19013,2019,3,Solano County,Condo/Co-op,35.0,265000.0
12328,2021,2,Sacramento County,Condo/Co-op,12.0,265000.0
15013,2017,1,San Joaquin County,Multi-Family (2-4 Unit),27.0,265000.0
12181,2018,9,Sacramento County,Townhouse,14.0,265000.0
10833,2016,8,Placer County,Condo/Co-op,49.0,265000.0
13018,2014,6,San Bernardino County,Multi-Family (2-4 Unit),36.0,265000.0
10804,2016,1,Placer County,Condo/Co-op,66.0,265000.0
18788,2014,8,Solano County,Multi-Family (2-4 Unit),37.0,265000.0
4887,2020,5,Kern County,Multi-Family (2-4 Unit),64.0,265000.0
4890,2020,6,Kern County,All Residential,28.0,265000.0
20187,2021,11,Stanislaus County,Condo/Co-op,8.0,265000.0
22209,2015,3,Yolo County,Condo/Co-op,21.0,265000.0
1368,2016,1,Butte County,Multi-Family (2-4 Unit),119.0,265000.0
6618,2018,10,Madera County,Single Family Residential,43.0,265000.0
6619,2018,10,Madera County,All Residential,43.0,265000.0
6620,2018,11,Madera County,All Residential,37.0,265000.0
1414,2016,11,Butte County,Single Family Residential,40.0,265000.0
13185,2017,3,San Bernardino County,Multi-Family (2-4 Unit),77.0,265000.0
10661,2013,6,Placer County,Townhouse,45.0,265000.0
11009,2019,8,Placer County,Townhouse,31.0,265000.0
5771,2012,11,Los Angeles County,Condo/Co-op,29.0,265000.0
15036,2017,6,San Joaquin County,Multi-Family (2-4 Unit),16.0,265000.0
19878,2016,5,Stanislaus County,Single Family Residential,16.0,265000.0
19876,2016,4,Stanislaus County,Single Family Residential,19.0,265000.0
9483,2012,11,Nevada County,All Residential,91.0,265000.0
9747,2018,1,Nevada County,Condo/Co-op,22.0,265000.0
3799,2018,12,Fresno County,Single Family Residential,32.0,265000.0
14899,2015,1,San Joaquin County,Single Family Residential,51.0,265000.0
3803,2019,1,Fresno County,All Residential,46.0,265000.0
22704,2016,4,Yuba County,All Residential,46.0,265000.0
22703,2016,4,Yuba County,Single Family Residential,46.0,265000.0
13121,2016,2,San Bernardino County,Townhouse,52.0,265000.0
5155,2020,11,Kings County,Single Family Residential,57.0,265000.0
13116,2016,1,San Bernardino County,All Residential,58.0,265000.0
13113,2016,1,San Bernardino County,Single Family Residential,58.0,265000.0
5508,2019,8,Lake County,All Residential,102.0,265000.0
4807,2018,12,Kern County,Multi-Family (2-4 Unit),52.0,265000.0
13101,2015,10,San Bernardino County,All Residential,55.0,265000.0
13100,2015,10,San Bernardino County,Single Family Residential,55.0,265000.0
1012,2018,4,Amador County,Multi-Family (2-4 Unit),0.0,265000.0
21135,2019,7,Tulare County,Multi-Family (2-4 Unit),0.0,265000.0
11249,2013,6,Riverside County,All Residential,16.0,265000.0
5139,2020,6,Kings County,Single Family Residential,53.0,265000.0
5138,2020,6,Kings County,All Residential,53.0,265000.0
14884,2014,9,San Joaquin County,Single Family Residential,23.0,265000.0
9609,2015,4,Nevada County,Townhouse,0.0,265000.0
21468,2012,9,Ventura County,Townhouse,51.0,265000.0
9494,2013,2,Nevada County,All Residential,83.0,265000.0
2082,2016,1,Colusa County,Single Family Residential,0.0,265000.0
18402,2016,3,Shasta County,Single Family Residential,90.0,265000.0
18401,2016,3,Shasta County,All Residential,90.0,265000.0
5564,2021,1,Lake County,Multi-Family (2-4 Unit),252.0,265000.0
21431,2012,2,Ventura County,Townhouse,84.0,265000.0
13093,2015,9,San Bernardino County,All Residential,50.0,265000.0
8012,2018,5,Merced County,Single Family Residential,34.0,265000.0
8212,2013,8,Modoc County,Single Family Residential,91.0,265000.0
2081,2016,1,Colusa County,All Residential,0.0,265000.0
21189,2020,7,Tulare County,All Residential,63.0,265000.0
21187,2020,7,Tulare County,Single Family Residential,63.0,265000.0
20657,2017,11,Tehama County,Single Family Residential,121.0,265000.0
20658,2017,11,Tehama County,All Residential,121.0,265000.0
11456,2016,12,Riverside County,Townhouse,42.0,265000.0
8211,2013,8,Modoc County,All Residential,91.0,265000.0
3161,2017,2,El Dorado County,Condo/Co-op,62.0,265000.0
1395,2016,7,Butte County,All Residential,19.0,265000.0
9730,2017,9,Nevada County,Condo/Co-op,59.0,265000.0
3763,2018,3,Fresno County,Single Family Residential,20.0,265000.0
5443,2017,12,Lake County,All Residential,110.0,265000.0
5442,2017,12,Lake County,Single Family Residential,104.0,265000.0
3757,2018,2,Fresno County,All Residential,25.0,265000.0
3741,2017,10,Fresno County,Multi-Family (2-4 Unit),27.0,265000.0
11938,2014,8,Sacramento County,Single Family Residential,21.0,265000.0
3736,2017,9,Fresno County,Single Family Residential,18.0,265000.0
11946,2014,10,Sacramento County,Single Family Residential,31.0,265000.0
8326,2012,6,Monterey County,All Residential,25.0,265000.0
20353,2017,7,Sutter County,Single Family Residential,29.0,265100.0
18730,2013,6,Solano County,All Residential,11.0,265100.0
20354,2017,7,Sutter County,All Residential,29.0,265100.0
11563,2018,9,Riverside County,Condo/Co-op,63.0,265500.0
9439,2012,2,Nevada County,Condo/Co-op,116.0,265500.0
22236,2015,9,Yolo County,Condo/Co-op,50.0,265500.0
13130,2016,4,San Bernardino County,Multi-Family (2-4 Unit),77.0,265500.0
12420,2012,6,San Benito County,Single Family Residential,22.0,265500.0
3178,2017,6,El Dorado County,Townhouse,96.0,265750.0
3767,2018,4,Fresno County,Multi-Family (2-4 Unit),21.0,265750.0
12592,2015,12,San Benito County,Condo/Co-op,10.0,266000.0
8263,2018,6,Mono County,All Residential,136.0,266000.0
8264,2018,6,Mono County,Single Family Residential,136.0,266000.0
13546,2012,11,San Diego County,Townhouse,28.0,266000.0
11587,2019,2,Riverside County,Condo/Co-op,59.0,266000.0
947,2016,5,Amador County,Single Family Residential,25.0,266000.0
19885,2016,7,Stanislaus County,All Residential,17.0,266000.0
19918,2017,3,Stanislaus County,All Residential,27.0,266000.0
946,2016,5,Amador County,All Residential,34.0,266000.0
14869,2014,6,San Joaquin County,Single Family Residential,20.0,266100.0
11255,2013,7,Riverside County,All Residential,14.0,266100.5
3221,2018,3,El Dorado County,Townhouse,8.0,266200.0
13117,2016,2,San Bernardino County,Multi-Family (2-4 Unit),72.0,266250.0
8158,2021,4,Merced County,Condo/Co-op,287.0,266250.0
11263,2013,9,Riverside County,All Residential,17.0,266380.0
3758,2018,2,Fresno County,Single Family Residential,23.0,266440.0
9445,2012,3,Nevada County,Single Family Residential,93.0,266500.0
9490,2013,1,Nevada County,All Residential,97.0,266500.0
10853,2016,12,Placer County,Condo/Co-op,81.0,266500.0
5166,2021,2,Kings County,All Residential,53.0,266500.0
1524,2018,12,Butte County,Multi-Family (2-4 Unit),88.0,266500.0
22114,2013,4,Yolo County,Townhouse,14.0,266500.0
20662,2018,1,Tehama County,Single Family Residential,133.0,266650.0
20661,2018,1,Tehama County,All Residential,133.0,266650.0
3795,2018,11,Fresno County,Single Family Residential,27.0,266750.0
13086,2015,7,San Bernardino County,All Residential,46.0,266750.0
15368,2013,1,San Luis Obispo County,Condo/Co-op,105.0,266900.0
15346,2012,7,San Luis Obispo County,Condo/Co-op,161.0,266900.0
17135,2012,4,Santa Clara County,Condo/Co-op,18.0,267000.0
13084,2015,7,San Bernardino County,Single Family Residential,46.0,267000.0
1320,2015,1,Butte County,Multi-Family (2-4 Unit),163.0,267000.0
20850,2018,8,Trinity County,All Residential,89.0,267000.0
966,2016,12,Amador County,All Residential,55.0,267000.0
17131,2012,3,Santa Clara County,Condo/Co-op,26.0,267000.0
11422,2016,5,Riverside County,Townhouse,19.0,267000.0
15297,2021,12,San Joaquin County,Condo/Co-op,19.0,267000.0
10592,2012,3,Placer County,Single Family Residential,65.0,267000.0
6560,2017,6,Madera County,All Residential,29.0,267000.0
6561,2017,6,Madera County,Single Family Residential,29.0,267000.0
18927,2017,7,Solano County,Condo/Co-op,16.0,267000.0
20849,2018,8,Trinity County,Single Family Residential,89.0,267000.0
1407,2016,9,Butte County,All Residential,27.0,267136.5
3808,2019,2,Fresno County,Single Family Residential,39.0,267250.0
1396,2016,7,Butte County,Single Family Residential,19.0,267250.0
5588,2021,7,Lake County,Multi-Family (2-4 Unit),83.0,267250.0
12308,2020,10,Sacramento County,Townhouse,6.0,267500.0
2927,2012,10,El Dorado County,All Residential,41.0,267500.0
4851,2019,9,Kern County,Multi-Family (2-4 Unit),25.0,267500.0
14894,2014,12,San Joaquin County,Single Family Residential,42.0,267500.0
3175,2017,5,El Dorado County,Condo/Co-op,16.0,267500.0
8168,2021,6,Merced County,Condo/Co-op,18.0,267500.0
3386,2021,1,El Dorado County,Condo/Co-op,30.0,267500.0
11930,2014,6,Sacramento County,Single Family Residential,19.0,267500.0
3748,2017,12,Fresno County,Multi-Family (2-4 Unit),45.0,267500.0
8467,2014,10,Monterey County,Condo/Co-op,32.0,267500.0
9591,2014,12,Nevada County,Multi-Family (2-4 Unit),0.0,267500.0
6579,2017,11,Madera County,Multi-Family (2-4 Unit),57.0,267500.0
5156,2020,11,Kings County,All Residential,57.0,267500.0
2070,2015,7,Colusa County,All Residential,71.0,267750.0
2069,2015,7,Colusa County,Single Family Residential,71.0,267750.0
20328,2016,7,Sutter County,Single Family Residential,16.0,267750.0
20327,2016,7,Sutter County,All Residential,16.0,267750.0
6622,2018,11,Madera County,Single Family Residential,37.0,267975.0
3789,2018,9,Fresno County,Single Family Residential,24.0,268000.0
3792,2018,10,Fresno County,All Residential,27.0,268000.0
20688,2019,1,Tehama County,Single Family Residential,93.0,268000.0
18905,2017,1,Solano County,Condo/Co-op,34.0,268000.0
20689,2019,1,Tehama County,All Residential,93.0,268000.0
7378,2016,1,Mariposa County,Single Family Residential,200.0,268000.0
12570,2015,7,San Benito County,Condo/Co-op,2.0,268000.0
19314,2014,10,Sonoma County,Condo/Co-op,29.0,268000.0
8317,2012,4,Monterey County,Condo/Co-op,49.0,268000.0
13061,2015,2,San Bernardino County,Townhouse,73.0,268000.0
3185,2017,7,El Dorado County,Condo/Co-op,23.0,268000.0
11969,2015,2,Sacramento County,All Residential,44.0,268000.0
13092,2015,9,San Bernardino County,Single Family Residential,51.0,268000.0
11376,2015,8,Riverside County,Multi-Family (2-4 Unit),55.0,268000.0
14910,2015,3,San Joaquin County,All Residential,41.0,268500.0
22267,2016,4,Yolo County,Condo/Co-op,9.0,268500.0
6627,2019,1,Madera County,All Residential,63.0,268525.0
11267,2013,10,Riverside County,All Residential,20.0,268750.0
11453,2016,11,Riverside County,Townhouse,41.0,268892.0
11381,2015,9,Riverside County,Townhouse,44.0,268950.0
4184,2019,7,Glenn County,Single Family Residential,50.0,268954.5
4183,2019,7,Glenn County,All Residential,50.0,268954.5
18589,2017,2,Sierra County,All Residential,171.0,268990.0
18587,2016,12,Sierra County,All Residential,48.0,268990.0
18586,2016,12,Sierra County,Single Family Residential,48.0,268990.0
18588,2017,2,Sierra County,Single Family Residential,171.0,268990.0
3785,2018,9,Fresno County,Townhouse,1.0,269000.0
11041,2020,3,Placer County,Townhouse,5.0,269000.0
5454,2018,3,Lake County,All Residential,99.0,269000.0
5361,2015,10,Lake County,Multi-Family (2-4 Unit),226.0,269000.0
5167,2021,2,Kings County,Single Family Residential,54.0,269000.0
4892,2020,7,Kern County,All Residential,24.0,269000.0
2062,2015,4,Colusa County,All Residential,0.0,269000.0
6634,2019,3,Madera County,All Residential,49.0,269000.0
3772,2018,5,Fresno County,All Residential,17.0,269000.0
967,2016,12,Amador County,Single Family Residential,60.0,269000.0
12973,2013,9,San Bernardino County,Townhouse,20.0,269000.0
1852,2018,6,Calaveras County,All Residential,0.0,269000.0
1851,2018,6,Calaveras County,Single Family Residential,0.0,269000.0
13171,2016,12,San Bernardino County,Condo/Co-op,41.0,269000.0
3804,2019,1,Fresno County,Single Family Residential,45.0,269000.0
2916,2012,8,El Dorado County,All Residential,47.0,269000.0
6635,2019,3,Madera County,Single Family Residential,49.0,269000.0
13105,2015,11,San Bernardino County,Condo/Co-op,43.0,269000.0
11070,2020,9,Placer County,Townhouse,17.0,269000.0
21185,2020,6,Tulare County,All Residential,102.0,269000.0
8050,2019,2,Merced County,All Residential,58.0,269000.0
19894,2016,9,Stanislaus County,All Residential,25.0,269000.0
20678,2018,8,Tehama County,Single Family Residential,79.0,269250.0
20677,2018,8,Tehama County,All Residential,79.0,269250.0
11923,2014,5,Sacramento County,Single Family Residential,21.0,269500.0
